"  19/04/21
  To
  23/04/21","  8
  9
  0",70,"  5
  6
  9","  3
  5
  0",82,"  7
  7
  8","  6
  7
  9",28,"  4
  5
  9","  1
  5
  0",63,"  6
  7
  0","  5
  9
  0",41,"  4
  7
  0",,,,,,,,,,,,,,,,
"  26/04/21
  To
  30/04/21","  3
  8
  8",93,"  1
  4
  8","  5
  5
  0",2,"  1
  1
  0","  3
  5
  0",88,"  1
  8
  9","  1
  6
  9",67,"  2
  5
  0","  2
  4
  8",44,"  7
  8
  9",,"  5
  7
  0",23,"  3
  0
  0","  1
  5
  0",62,"  6
  7
  9","  1
  1
  3",52,"  1
  3
  8","  2
  6
  0",86,"  1
  5
  0","  2
  5
  9",68,"  1
  8
  9"
"  03/05/21
  To
  07/05/21","  1
  5
  0",63,"  1
  2
  0","  3
  3
  5",11,"  4
  8
  9","  3
  4
  0",72,"  3
  9
  0","  2
  4
  9",54,"  4
  4
  6","  1
  5
  9",51,"  1
  2
  8",,,,,,,,,,,,,,,,
"  10/05/21
  To
  14/05/21","  1
  6
  8",50,"  3
  8
  9","  1
  5
  0",66,"  1
  7
  8","  1
  2
  5",84,"  1
  5
  8","  3
  4
  6",37,"  3
  7
  7","  3
  5
  6",44,"  5
  9
  0",,,,,,,,,,,,,,,,
"  17/05/21
  To
  21/05/21","  1
  2
  6",94,"  1
  6
  7","  4
  5
  6",51,"  4
  8
  9","  4
  4
  5",36,"  3
  4
  9","  4
  7
  9",8,"  5
  6
  7","  6
  9
  9",44,"  3
  4
  7",,,,,,,,,,,,,,,,
"  24/05/21
  To
  28/05/21","  5
  8
  0",30,"  3
  7
  0","  7
  8
  0",58,"  1
  3
  4","  2
  5
  7",47,"  2
  5
  0","  5
  7
  8",8,"  2
  3
  3","  4
  6
  0",9,"  9
  0
  0",,,,,,,,,,,,,,,,
"  31/05/21
  To
  04/06/21","  6
  7
  0",32,"  7
  7
  8","  2
  4
  8",44,"  1
  6
  7","  1
  4
  6",10,"  1
  4
  5","  6
  7
  8",12,"  3
  9
  0","  4
  4
  5",36,"  3
  4
  9",,"  5
  7
  9",19,"  1
  2
  6","  3
  5
  0",87,"  8
  9
  0","  4
  6
  9",90,"  4
  7
  9","  3
  4
  6",33,"  4
  9
  0","  3
  9
  0",29,"  3
  7
  9"
"  07/06/21
  To
  11/06/21","  1
  6
  0",75,"  1
  5
  9","  5
  9
  9",32,"  3
  4
  5","  2
  2
  7",14,"  4
  5
  5","  1
  1
  8",8,"  1
  1
  6","  2
  4
  6",26,"  2
  4
  0",,,,,,,,,,,,,,,,
"  14/06/21
  To
  18/06/21","  1
  4
  0",58,"  4
  6
  8","  7
  8
  0",53,"  1
  2
  0","  6
  7
  0",34,"  1
  4
  9","  1
  1
  2",41,"  6
  7
  8","  6
  7
  0",32,"  2
  5
  5",,,,,,,,,,,,,,,,
"  21/06/21
  To
  25/06/21","  1
  3
  6",5,"  7
  9
  9","  6
  7
  9",22,"  3
  9
  0","  1
  5
  0",69,"  2
  3
  4","  3
  4
  8",50,"  5
  6
  9","  2
  3
  5",7,"  4
  6
  7",,,,,,,,,,,,,,,,
"  28/06/21
  To
  02/07/21","  4
  6
  6",67,"  2
  7
  8","  1
  8
  0",92,"  1
  3
  8","  3
  9
  0",22,"  3
  4
  5","  3
  4
  0",70,"  2
  8
  0","  1
  3
  6",9,"  1
  3
  5",,,,,,,,,,,,,,,,
"  05/07/21
  To
  09/07/21","  1
  2
  6",97,"  4
  5
  8","  6
  6
  0",20,"  2
  9
  9","  6
  9
  0",59,"  9
  0
  0","  3
  5
  8",65,"  1
  5
  9","  2
  9
  0",14,"  2
  4
  8",,"  3
  5
  0",87,"  1
  6
  0","  2
  3
  8",34,"  6
  8
  0","  3
  3
  8",41,"  3
  9
  9","  2
  6
  6",45,"  1
  4
  0","  1
  1
  8",8,"  1
  7
  0"
"  12/07/21
  To
  16/07/21","  6
  7
  8",10,"  2
  2
  6","  3
  7
  0",1,"  2
  3
  6","  3
  6
  6",52,"  2
  3
  7","  8
  8
  0",66,"  7
  9
  0","  6
  9
  9",49,"  2
  2
  5",,,,,,,,,,,,,,,,
"  19/07/21
  To
  23/07/21","  4
  5
  0",90,"  3
  7
  0","  6
  8
  9",35,"  1
  4
  0","  4
  8
  9",17,"  2
  2
  3","  2
  7
  8",78,"  3
  6
  9","  5
  9
  0",46,"  8
  8
  0",,,,,,,,,,,,,,,,
"  26/07/21
  To
  30/07/21","  3
  4
  0",78,"  4
  5
  9","  4
  7
  0",19,"  3
  6
  0","  2
  2
  8",24,"  4
  0
  0","  5
  8
  0",35,"  3
  4
  8","  2
  4
  6",29,"  9
  0
  0",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"  4
  7
  0",15,"  1
  1
  3","  2
  5
  8",58,"  8
  0
  0","  8
  8
  9",56,"  3
  3
  0","  4
  5
  6",53,"  2
  3
  8","  4
  5
  9",83,"  3
  4
  6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"  9
  9
  0",87,"  5
  6
  6","  3
  4
  0",79,"  5
  6
  8","  6
  9
  0",58,"  2
  2
  4","  2
  3
  5",2,"  1
  4
  7","  *
  *
  *",  ** ,"  *
  *
  *"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"  *
  *
  *",  ** ,"  *
  *
  *","  *
  *
  *",  ** ,"  *
  *
  *","  *
  *
  *",  ** ,"  *
  *
  *","  *
  *
  *",  ** ,"  *
  *
  *","  *
  *
  *",  ** ,"  *
  *
  *"
